"AIRPORT","TR_AIRPORT_NAME","TR_CITY_NAME","TR_STATE_NAME",
"XXF","Provideniya, U.S.S.R. (Asian): Urelik","Provideniya, U.S.S.R. (Asian)","",
"SKD","Samarkand, U.S.S.R. (Asian): Samarkand Airport","Samarkand, U.S.S.R. (Asian)","",
"BHK","Bukhara, Uzbekistan: Bukhara Airport","Bukhara, Uzbekistan","",
"FEG","Fergana, Uzbekistan: Fergana Airport","Fergana, Uzbekistan","",
"SKD","Samarkand, Uzbekistan: Samarkand Airport","Samarkand, Uzbekistan","",
"TAS","Tashkent, Uzbekistan: Vostochny","Tashkent, Uzbekistan","",
"ING","Lago Argentino, Argentina: Lago Argentino Airport","Lago Argentino, Argentina","",
"AOL","Paso De Los Libres, Argentina: Paso Libres","Paso De Los Libres, Argentina","",
"RCQ","Reconquista, Argentina: Reconquista Airport","Reconquista, Argentina","",
"OYO","Tres Arroyos, Argentina: Tres Arroyos Airport","Tres Arroyos, Argentina","",
"USH","Ushuaia, Argentina: Islas Malvinas","Ushuaia, Argentina","",
"VME","Villa Mercedes, Argentina: Mercedes","Villa Mercedes, Argentina","",
"APB","Apolo, Bolivia: Apolo Airport","Apolo, Bolivia","",
"ASC","Ascension, Bolivia: Ascension Airport","Ascension, Bolivia","",
"CAM","Camiri, Bolivia: Choreti","Camiri, Bolivia","",
"CIJ","Cobija, Bolivia: Cobija Airport","Cobija, Bolivia","",
"CBB","Cochabamba, Bolivia: Jorge Wilsterman","Cochabamba, Bolivia","",
"CEP","Concepcion, Bolivia: Concepcion Airport","Concepcion, Bolivia","",
"GYA","Guayaramerin, Bolivia: Guayaramerin Airport","Guayaramerin, Bolivia","",
"LPB","La Paz, Bolivia: J F Kennedy International","La Paz, Bolivia","",
"MGD","Magdalena, Bolivia: Magdalena Airport","Magdalena, Bolivia","",
"ORU","Oruro, Bolivia: Juan Mendoza","Oruro, Bolivia","",
"PUR","Puerto Rico, Bolivia: Puerto Rico Airport","Puerto Rico, Bolivia","",
"PSZ","Puerto Suarez, Bolivia: Puerto Suarez Airport","Puerto Suarez, Bolivia","",
"REY","Reyes, Bolivia: Reyes","Reyes, Bolivia","",
"RIB","Riberalta, Bolivia: Riberalta Airport","Riberalta, Bolivia","",
"RBO","Robore, Bolivia: Robore Airport","Robore, Bolivia","",
"SNM","San Ignacio De Moxos, Bolivia: San Ignacio De Moxos Airport","San Ignacio De Moxos, Bolivia","",
"SNG","San Ignacio De Velasco, Bolivia: San Ignacio De Velasco Airport","San Ignacio De Velasco, Bolivia","",
"SJS","San Jose, Bolivia: San Jose De Chiquitos","San Jose, Bolivia","",
"SRZ","Santa Cruz, Bolivia: El Trompillo","Santa Cruz, Bolivia","",
"SRZ","El Trompillo, Bolivia: El Trompillo","El Trompillo Airport, Bolivia","",
"VVI","Santa Cruz, Bolivia: Viru Viru International","Santa Cruz, Bolivia","",
"SRB","Santa Rosa, Bolivia: Santa Rosa Airport","Santa Rosa, Bolivia","",
"SRE","Sucre, Bolivia: Lajas Tambo","Sucre, Bolivia","",
"TJA","Tarija, Bolivia: Tarija Airport","Tarija, Bolivia","",
"TDD","Trinidad, Bolivia: San Javier","Trinidad, Bolivia","",
"YAC","Yacuiba, Bolivia: Yacuiba Airport","Yacuiba, Bolivia","",
"POI","Potosi, Bolivia: Potosi","Potosi, Bolivia","",
"REY","Reyes, Bolivia: Reyes Airport","Reyes, Bolivia","",
"SRJ","San Borja, Bolivia: San Borja Airport","San Borja, Bolivia","",
"SJV","San Javier, Bolivia: San Javier Airport","San Javier, Bolivia","",
"SJS","San Jose, Bolivia: San Jose Airport","San Jose, Bolivia","",
"SBL","Santa Ana, Bolivia: Yacuma","Santa Ana, Bolivia","",
"/SR","Santa Cruz, Bolivia: (Santa Cruz Mean)","Santa Cruz, Bolivia","",
"BYC","Yacuiba, Bolivia: Yacuiba Bo","Yacuiba, Bolivia","",
"QAH","Alcantara, Brazil: Alcantara Airport","Alcantara, Brazil","",
"ALQ","Alegrete, Brazil: Alegrete Airport","Alegrete, Brazil","",
"ALT","Alenquer, Brazil: Alenquer Airport","Alenquer, Brazil","",
"ATM","Altamira, Brazil: Altamira Airport","Altamira, Brazil","",
"ARS","Aragarcas, Brazil: Aragarcas Airport","Aragarcas, Brazil","",
"AAX","Araxa, Brazil: Araxa Airport","Araxa, Brazil","",
"AQM","Ariquemes, Brazil: Ariquemes North","Ariquemes, Brazil","",
"AAI","Arraias, Brazil: Arraias Airport","Arraias, Brazil","",
"BGX","Bage, Brazil: Comandante Gustave Kraemer","Bage, Brazil","",
"BRA","Barreiras, Brazil: Barreiras Airport","Barreiras, Brazil","",
"BAU","Bauru, Brazil: Bauru Airport","Bauru, Brazil","",
"BEL","Belem, Brazil: Val De Caes","Belem, Brazil","",
"BHZ","Belo Horizonte, Brazil: Pampulha","Belo Horizonte, Brazil","",
"PLU","Belo Horizonte, Brazil: Pampulha","Belo Horizonte, Brazil","",
"CNF","Belo Horizonte, Brazil: Confins","Belo Horizonte, Brazil","",
"BVB","Boa Vista, Brazil: Boa Vista Airport","Boa Vista, Brazil","",
"BSB","Brasilia, Brazil: Brasilia Airport","Brasilia, Brazil","",
"CCX","Caceres, Brazil: Caceres Airport","Caceres, Brazil","",
"CPV","Campina Grande, Brazil: Campina Grande Airport","Campina Grande, Brazil","",
"CPQ","Campinas, Brazil: Vira Cop0s","Campinas, Brazil","",
"CPQ","Campinas, Brazil: Viracopos","Campinas, Brazil","",
"KY4","Henderson, KY: Henderson City - County","Henderson, KY","Kentucky",
"UY1","Melilla, Uruguay: Angel S Adami","Melilla, Uruguay","",
"A52","Silver Salmon Creek, AK: Silver Salmon Creek Airport","Silver Salmon Creek, AK","Alaska",
"RU1","Keperveyeim, Russia (Asian): Keperveyeim Airport","Keperveyeim, Russia (Asian)","",
"C02","Bakersfield, CA: Bakersfield Municipal","Bakersfield, CA","California",
"TDW","Amarillo, TX: Tradewind","Amarillo, TX","Texas",
"FL1","Zephyrhills, FL: Zephyrhills Municipal","Zephyrhills, FL","Florida",
"KY5","Madisonville, KY: Madisonville Municipal","Madisonville, KY","Kentucky",
"OH4","Marysville, OH: Union County","Marysville, OH","Ohio",
"YQG","Windsor, Canada: Can   New Municipal","Windsor, Canada","",
"YTO","Metropolitan Area, Canada: (Metropolitan Area)","Metropolitan Area, Canada","",
"XBR","Brockville, Canada: Brockville Ont","Brockville, Canada","",
"YAC","Cat Lake, Canada: Cat Lake Airport","Cat Lake, Canada","",
"YLD","Chapleau, Canada: Chapleau Airport","Chapleau, Canada","",
"YCN","Cochrane, Canada: Cochrane Airport","Cochrane, Canada","",
"QEB","Collingwood, Canada: Collingwood","Collingwood, Canada","",
"YCC","Cornwall, Canada: Cornwall Reg.","Cornwall, Canada","",
"YEL","Elliot Lake, Canada: Elliot Lake Municipal","Elliot Lake, Canada","",
"YAG","Fort Frances, Canada: Municipal","Fort Frances, Canada","",
"YGQ","Geraldton, Canada: Gearldton","Geraldton, Canada","",
"YYU","Kapuskasing, Canada: Kapuskasing Canada","Kapuskasing, Canada","",
"YKX","Kirkland Lake, Canada: Kirkland Lake","Kirkland Lake, Canada","",
"YMO","Moosonee, Canada: Moosonee Airport","Moosonee, Canada","",
"MSA","Muskrat Dam, Canada: Muskrat Dam","Muskrat Dam, Canada","",
"YOG","Ogoki, Canada: Ogoki Airport","Ogoki, Canada","",
"YPL","Pickle Lake, Canada: Pickle Lake","Pickle Lake, Canada","",
"/TC","Toronto, Canada: /Toranto","Toronto, Canada","",
"/TC","Toronto, Canada: Toronto Airport","Toronto, Canada","",
"YXZ","Wawa, Canada: Wawa","Wawa, Canada","",
"YTF","Alma, Canada: Chesterfield Inlet","Alma, Canada","",
"YAF","Asbestos Hill, Canada: Asbestos","Asbestos Hill, Canada","",
"YBC","Baie Comeau, Canada: Baie Comeau Airport","Baie Comeau, Canada","",
"YBJ","Baie Johan Beetz, Canada: Baie Johan Beetz","Baie Johan Beetz, Canada","",
"YBX","Blanc Sablon, Canada: Blanc Sablon Airport","Blanc Sablon, Canada","",
"YMT","Chibougamau, Canada: Chibougamau Airport","Chibougamau, Canada","",
"YGY","Deception Bay, Canada: Deception Bay Airport","Deception Bay, Canada","",
"YVP","Fort Chimo, Canada: Fort Chimo Airport","Fort Chimo, Canada","",
"YGA","Gagnon, Canada: Gagnon Airport","Gagnon, Canada","",
"ZGS","Gethsemani, Canada: Gethsemani Airport","Gethsemani, Canada","",
"YGW","Great Whale River, Canada: Poste De La Baleine","Great Whale River, Canada","",
"YHR","Harrington Harbour, Canada: Harrington Harbour Airport","Harrington Harbour, Canada","",
"YGV","Havre St. Pierre, Canada: Havre St Pierre","Havre St. Pierre, Canada","",
"YKG","Kangirsuk, Canada: Kangirsuk Airport","Kangirsuk, Canada","",
"YGL","La Grande, Canada: La Grande Riviere","La Grande, Canada","",
"YAH","La Grande 4, Canada: La Grande 4 Airport","La Grande 4, Canada","",
"YIM","Iles De Madelein, Canada: Iles De Madelein Airport","Iles De Madelein, Canada","",
"YLP","Mingan, Canada: Mingan Airport","Mingan, Canada","",
"YYY","Mont Joli, Canada: Mont Joli Airport","Mont Joli, Canada","",
"YMX","Montreal, Canada: Mirabel International","Montreal, Canada","",
"YHU","Montreal, Canada: St. Hubert","Montreal, Canada","",
"YMQ","Montreal, Canada: (Metropolitan Area)","Montreal, Canada","",
"YUL","Montreal, Canada: Pierre Elliott Trudeau International","Montreal, Canada","",
"YML","Murray Bay, Canada: Charlevoix","Murray Bay, Canada","",
"YNA","Natashquan, Canada: Natashquan Airport","Natashquan, Canada","",
"YIF","Pakuashipi, Canada: St Augustin","Pakuashipi, Canada","",
"YQB","Quebec, Canada: Quebec Airport","Quebec, Canada","",
"YXK","Rimouski, Canada: Rimouski Airport","Rimouski, Canada","",
"YTN","Riviere-Au-Tonnerre, Canada: Riviere Au Tonnerre","Riviere-Au-Tonnerre, Canada","",
"YUY","Rouyn Noranda, Canada: Rouyn","Rouyn Noranda, Canada","",
"YBG","Saguenay, Canada: Bagotville","Saguenay, Canada","",
"YKL","Schefferville, Canada: Schefferville Airport","Schefferville, Canada","",
"CA3","Thetford Mines, Canada: Thetford Mines Airport","Thetford Mines, Canada","",
"YSC","Sherbrooke, Canada: Sherbrooke Airport","Sherbrooke, Canada","",
"YCM","St. Catharines, Canada: St. Catharines Airport","St. Catharines, Canada","",
"YSB","Sudbury, Canada: Sudbury Airport","Sudbury, Canada","",
"YTJ","Terrace Bay, Canada: Terrace Bay Airport","Terrace Bay, Canada","",
"YQT","Thunder Bay, Canada: Thunder Bay Airport","Thunder Bay, Canada","",
"YTS","Timmins, Canada: Timmins Airport","Timmins, Canada","",
"YKZ","Toronto, Canada: Buttonville","Toronto, Canada","",
"YTZ","Toronto, Canada: Toronto Island","Toronto, Canada","",
"YTR","Trenton, Canada: Trenton Airport","Trenton, Canada","",
"YWR","White River, Canada: White River Airport","White River, Canada","",
"TN3","Lewisburg, TN: Ellington","Lewisburg, TN","Tennessee",
"SGE","Siegen, Germany: Siegerland","Siegen, Germany","",
"A42","Teshepkuk Lake, AK: Teshepkuk Lake Airport","Teshepkuk Lake, AK","Alaska",
"QOB","Oberpfaffenhofen, Germany: Oberpfaffenhofen Airport","Oberpfaffenhofen, Germany","",
"A43","Kodiak Island, AK: Trident Basin Seaplane Base","Kodiak Island, AK","Alaska",
"IN1","Auburn, IN: De Kalb County","Auburn, IN","Indiana",
"OH2","Bellefontaine, OH: Bellefontaine Regional","Bellefontaine, OH","Ohio",
"VA3","Marion / Wytheville, VA: Mountain Empire","Marion / Wytheville, VA","Virginia",
"TN4","Pulaski, TN: Abernathy Field","Pulaski, TN","Tennessee",
"DE1","Zweibrucken, Germany: Zweibrucken","Zweibrucken, Germany","",
"A44","Bear Creek, AK: Bear Creek  3","Bear Creek, AK","Alaska",
"BCC","Bear Creek, AK: Bear Creek Airport","Bear Creek, AK","Alaska",
"NHT","Northolt, United Kingdom: Northolt Airport","Northolt, United Kingdom","",
"ATP","Aitape, Papua New Guinea: Aitape Airport","Aitape, Papua New Guinea","",
"ATZ","Assiut, Arab Republic Of Egypt: Assiut Airport","Assiut, Arab Republic Of Egypt","",
"BQU","Bequia, St. Vincent and North Grenadines: J.F. Mitchell","Bequia, St. Vincent and North Grenadines","",
"LMI","Lumi, Papua New Guinea: Lumi Airport","Lumi, Papua New Guinea","",
"RJL","Logrono, Spain: Logrono Airport","Logrono, Spain","",
"WFD","Woodford, United Kingdom: Woodford Airport","Woodford, United Kingdom","",
"TOL","Toledo, OH: Toledo Express","Toledo, OH","Ohio",
"BYN","Boyne Mountain: Boyne Mountain","Boyne Mountain","",
"IA1","Shenandoah, IA: Shenandoah Municipal","Shenandoah, IA","Iowa",
"A45","Lake Florence, AK: Lake Florence Airport","Lake Florence, AK","Alaska",
"A46","Lake Hasselborg, AK: Lake Hasselborg Airport","Lake Hasselborg, AK","Alaska",
"A48","Port Hobron, AK: Port Hobron Airport","Port Hobron, AK","Alaska",
"YNJ","Yanji, China: Yanji Airport","Yanji, China","",
"AUS","Austin, TX: Austin - Bergstrom International","Austin, TX","Texas",
"RAT","Raduzhnyi, Russia (European): Raduzhnyi Airport","Raduzhnyi, Russia (European)","",
"IKV","Ankeny, IA: Ankeny Regional","Ankeny, IA","Iowa",
"JFK","New York, NY: Kennedy International","New York, NY","New York",
"CA2","Lake Simcoe, Canada: Lake Simcoe Regional","Lake Simcoe, Canada","",
"YNY","Yangyang, South Korea: Yangyang International","Yangyang, South Korea","",
"AUX","Araguaina, Brazil: Araguaina Airport","Araguaina, Brazil","",
"DLU","Dali City, China: Dali City Airport","Dali City, China","",
"HET","Hohhot, China: Hohhot Airport","Hohhot, China","",
"JIL","Jilin, China: Jilin Airport","Jilin, China","",
"LJG","Lijiang City, China: Lijiang City Airport","Lijiang City, China","",
"LZH","Liuzhou, China: Liuzhou Airport","Liuzhou, China","",
"LZO","Luzhou, China: Luzhou Airport","Luzhou, China","",
"XNN","Xining, China: Xining Airport","Xining, China","",
"RLG","Rostock-Laage, Germany: Rostock-Laage Airport","Rostock-Laage, Germany","",
"WKA","Wanaka, New Zealand: Wanaka Airport","Wanaka, New Zealand","",
"AEJ","Al Jaber, Kuwait: Ahmed Al Jaber Air Base","Al Jaber, Kuwait","",
"AFU","Al Udeid, Qatar: Al Udeid Airbase","Al Udeid, Qatar","",
"SC2","Winnsboro, SC: Winnsboro Airport","Winnsboro, SC","South Carolina",
"TN5","Lexington, TN: Lexington Airport","Lexington, TN","Tennessee",
"A50","Big Bay, AK: Big Bay Airport","Big Bay, AK","Alaska",
"A49","Mooseville Airstrip, AK: Mooseville Airstrip Airport","Mooseville Airstrip, AK","Alaska",
"DSM","Des Moines, IA: Des Moines Muncipal","Des Moines, IA","Iowa",
"A47","Distin Lake, AK: Distin Lake Airport","Distin Lake, AK","Alaska",
"YZV","Seven Islands, Canada: Sepi Iles","Seven Islands, Canada","",
"NC3","Shelby, NC: Shelby Municipal","Shelby, NC","North Carolina",
"BAK","Baku, Azerbaijan: Baku  Heydar Aliyev International","Baku, Azerbaijan","",
"A51","Wien Lake, AK: Wien Lake Airport","Wien Lake, AK","Alaska",
"TX3","Port Isabel, TX: Port Isabel - Cameron County","Port Isabel, TX","Texas",
"OH3","Chillicothe, OH: Ross County","Chillicothe, OH","Ohio",
"KY3","Mount Sterling, KY: Mount Sterling - Montgomery County","Mount Sterling, KY","Kentucky",
"MT1","Colstrip, MT: Colstrip","Colstrip, MT","Montana",
"YTQ","Tasiujuaq, Canada: Tasiujaq","Tasiujuaq, Canada","",
"YRQ","Trois Rivieres, Canada: Trois Rivieres Airport","Trois Rivieres, Canada","",
"YVO","Val D'or, Canada: Val D Or","Val D'or, Canada","",
"YBX","Blanc Sablon, Canada: Blanc Sablon Airport","Blanc Sablon, Canada","",
"YVB","Bonaventure, Canada: Bonaventure Airport","Bonaventure, Canada","",
"ZBM","Bromont, Canada: Bromont Airport","Bromont, Canada","",
"YKU","Fort George, Canada: Ft. George","Fort George, Canada","",
"YGP","Gaspe, Canada: Gaspe","Gaspe, Canada","",
"YND","Ottawa, Canada: Gatineau","Ottawa, Canada","",
"GAI","Gaithersburg, MD: Montgomery County Airpark","Gaithersburg, MD","Maryland",
"A53","Blear Lake, AK: Blear Lake Airport","Blear Lake, AK","Alaska",
"IKA","Tehran, Iran: Imam Khomeini International","Tehran, Iran","",
"AFO","Afton, WY: Afton Municipal","Afton, WY","Wyoming",
"CDN","Camden, SC: Woodward Field","Camden, SC","South Carolina",
"CTO","Calverton, NY: Peconic River","Calverton, NY","New York",
"DRU","Drummond, MT: Drummond Airport","Drummond, MT","Montana",
"ELA","Eagle Lake, TX: Eagle Lake Airport","Eagle Lake, TX","Texas",
"MDA","San Antonio, TX: Martindale Army Air Field","San Antonio, TX","Texas",
"KNT","Kennett, MO: Kennett Airport","Kennett, MO","Missouri",
"LLX","Lyndonville, VT: Lyndonville Airport","Lyndonville, VT","Vermont",
"MJQ","Jackson, MN: Jackson Airport","Jackson, MN","Minnesota",
"MTN","Baltimore, MD: Glen L Martin","Baltimore, MD","Maryland",
"PTT","Pratt, KS: Pratt Airport","Pratt, KS","Kansas",
"PVF","Placerville, CA: Placerville Airport","Placerville, CA","California",
"SLB","Storm Lake, IA: Storm Lake Airport","Storm Lake, IA","Iowa",
"WAL","Chincoteague, VA: Wallops Flight Center","Chincoteague, VA","Virginia",
"LBB","Lubbock, TX: Preston Smith International","Lubbock, TX","Texas",
"A54","Cannery Bay, AK: Cannery Bay Airport","Cannery Bay, AK","Alaska",
"A55","Windslow Bay, AK: Windslow Bay Airport","Windslow Bay, AK","Alaska",
"JAN","Jackson/Vicksburg, MS: Jackson - Evers International","Jackson/Vicksburg, MS","Mississippi",
"HEI","Heide/Buesum, Germany: Heide-Buesum","Heide/Buesum, Germany","",
"CPO","Copiapo, Chile: Desierto De Atacama","Copiapo, Chile","",
"A56","Bear Lake, AK: Johnsons Landing","Bear Lake, AK","Alaska",
"/IR","Tehran, Iran: (Tehran Mean)","Tehran, Iran","",
"UAB","Adana, Turkey: Adana - Incirlik Air Base","Adana, Turkey","",
"A57","International Seafoods, AK: International Seafoods Airport","International Seafoods, AK","Alaska",
"DBB","Dabaa City, Arab Republic Of Egypt: Dabaa City Airport","Dabaa City, Arab Republic Of Egypt","",
"NAZ","Star Harbour, Solomon Islands: Nana","Star Harbour, Solomon Islands","",
"HZH","Liping City, China: Liping","Liping City, China","",
"HSK","Huesca, Spain: Huesca","Huesca, Spain","",
"XOZ","Doha, Qatar: Doha Free Zone","Doha, Qatar","",
"XZF","Jeddah Dammam, Saudi Arabia: Dammam Port","Jeddah Dammam, Saudi Arabia","",
"A58","Cosna River, AK: Cosna River Airport","Cosna River, AK","Alaska",
"GLN","Goulimime, Morocco: Goulimime","Goulimime, Morocco","",
"A59","Ivatuk, AK: Ivatuk","Ivatuk, AK","Alaska",
"A62","Taylor Mountain Mine, AK: Taylor Mountain","Taylor Mountain Mine, AK","Alaska",
"A63","Yukon Charley Rivvers, AK: Coal Creek","Yukon Charley Rivvers, AK","Alaska",
"A64","Halibut Bay, AK: Halibut Bay Airport","Halibut Bay, AK","Alaska",
"A65","Karluk Portage, AK: Karluk Portage Airport","Karluk Portage, AK","Alaska",
"WKJ","Wakkanai, Japan: Hokkaido","Wakkanai, Japan","",
"SJY","Seinajoki, Finland: Ilmajoki","Seinajoki, Finland","",
"KTT","Kittila, Finland: Kittila Airport","Kittila, Finland","",
"JPR","Ji Parana, Brazil: Ji Parana Airport","Ji Parana, Brazil","",
"CXJ","Caxias Do Sul, Brazil: Campo Dos Bugres","Caxias Do Sul, Brazil","",
"A66","Hope, AK: Hope","Hope, AK","Alaska",
"EG2","Jiyanklis, Arab Republic Of Egypt: Jiyanklis New Airbase","Jiyanklis, Arab Republic Of Egypt","",
"IA2","Webster City, IA: Webster City Municipal","Webster City, IA","Iowa",
"IKB","Wilkesboro, NC: Wilkes County","Wilkesboro, NC","North Carolina",
"AWM","West Memphis, AR: West Memphis Municipal","West Memphis, AR","Arkansas",
"AR2","Conway, AR: Dennis F Cantrell Field","Conway, AR","Arkansas",
"AZ1","Grand Canyon, AZ: Valle","Grand Canyon, AZ","Arizona",
"A67","Viekoda Bay, AK: Viekoda Bay Airport","Viekoda Bay, AK","Alaska",
"GLW","Glasgow, KY: Glasgow Municipal","Glasgow, KY","Kentucky",
"BZO","Bolzano / Bozen, Italy: Bolzano / Bozen","Bolzano / Bozen, Italy","",
"A68","Curly Warren, AK: Curly Warren Airport","Curly Warren, AK","Alaska",
"UTM","Tunica, MS: Tunica Municipal","Tunica, MS","Mississippi",
"YRC","Chicoutimi, Canada: St Honore","Chicoutimi, Canada","",
"ISR","Istres, France: Le Tube","Istres, France","",
"MJI","Mitiga, Libya: Mitiga","Mitiga, Libya","",
"MKI","Obo Mboki, Central African Republic: Obo Mboki","Obo Mboki, Central African Republic","",
"FCM","Minneapolis, MN: Flying Cloud","Minneapolis, MN","Minnesota",
"WA5","Winthrop, WA: Methow Valley State","Winthrop, WA","Washington",
"JAG","Jacobabad, Pakistan: Shahbaz Air Base","Jacobabad, Pakistan","",
"AFK","Nebraska, NE: Nebraska City Municipal","Nebraska, NE","Nebraska",
"JRV","Ceiba, PR: Jose Aponte De La Torre","Ceiba, PR","Puerto Rico",
"CCE","Grand Case, St. Martin - France: Grand Case","Grand Case, St. Martin - France","",
"B21","Carrabassett, ME: Sugarloaf Reginal","Carrabassett, ME","Maine",
"SFB","Orlando, FL: Orlando Sanford International","Orlando, FL","Florida",
"HBV","Hebbronville, TX: Jim Hogg County","Hebbronville, TX","Texas",
"HVC","Hopkinsville, KY: Hopkinsville-Christian County","Hopkinsville, KY","Kentucky",
"II4","Lincoln, IL: Logan County","Lincoln, IL","Illinois",
"IBR","Tokyo, Japan: Ibaraki","Tokyo, Japan","",
"CT1","Plainville, CT: Robertson Field","Plainville, CT","Connecticut",
"NY5","Millbrook, NY: Sky Acres","Millbrook, NY","New York",
"CSL","Los Cabos, Mexico: Cabo San Lucas International","Los Cabos, Mexico","",
"PL1","Swidwin, Poland: Military Airfield","Swidwin, Poland","",
"SD2","Gregory, SD: Gregory Municipal Flynn Field","Gregory, SD","South Dakota",
"04A","Lik, AK: Lik Mining Camp","Lik, AK","Alaska",
"AF1","Bagram, Afghanistan: Bagram Airbase","Bagram, Afghanistan","",
"POX","Pontoise, France: Pontoise-Cormeilles En Vixen","Pontoise, France","",
"GUF","Gulf Shores, AL: Jack Edwards","Gulf Shores, AL","Alabama",
"AL4","Andalusia/Opp, AL: South Alabama Regional","Andalusia/Opp, AL","Alabama",
"ADT","Ada, OK: Ada Municipal","Ada, OK","Oklahoma",
"WNC","Tuxekan Island, AK: Naukati Bay Sea Plane Base","Tuxekan Island, AK","Alaska",
"ID1","Driggs, ID: Driggs-Reed Memorial","Driggs, ID","Idaho",
"BAX","Barnaul, Russia (Asian): Barnaul","Barnaul, Russia (Asian)","",
"ONJ","Odate Noshiro, Japan: Odate Noshiro Airport","Odate Noshiro, Japan","",
"PE1","Las Malvinas, Peru: Las Malvinas Airport","Las Malvinas, Peru","",
"OSI","Osijek, Croatia: Osijek","Osijek, Croatia","",
"YWQ","Quebec, Canada: Chute-De-Passes","Quebec, Canada","",
"VUJ","Albemarle, NC: Stanly County","Albemarle, NC","North Carolina",
"AEG","Padang Sidempuan, Indonesia: Aek Godang","Padang Sidempuan, Indonesia","",
"BUU","Buyo, Cote d Ivoire (formerly Ivory Coast): Buyo Airport","Buyo, Cote d Ivoire (formerly Ivory Coast)","",
"SKX","Saransk, Russia (European): Saransk Airport","Saransk, Russia (European)","",
"JWN","Nashville, TN: John C Tune","Nashville, TN","Tennessee",
"RMN","Stafford, VA: Stafford Regional","Stafford, VA","Virginia",
"WY1","Pinedale, WY: Ralph Wenz Field","Pinedale, WY","Wyoming",
"DTN","Shreveport, LA: Shreveport Downtown","Shreveport, LA","Louisiana",
"TX7","Post, TX: Post Garza County Municipal","Post, TX","Texas",
"OR3","Florence, OR: Florence Municipal","Florence, OR","Oregon",
"FHB","Fernandina Beach, FL: Fernandina Beach Municipal","Fernandina Beach, FL","Florida",
"PAC","Panama City, Panama Republic: Marcos A Gelabert International","Panama City, Panama Republic","",
"L41","Marble Canyon, AZ: Marble Canyon","Marble Canyon, AZ","Arizona",
"U36","Aberdeen, ID: Aberdeen Municipal","Aberdeen, ID","Idaho",
"AA6","Igushik, AK: Igushik Airport","Igushik, AK","Alaska",
"IGS","Ingolstadt, Germany: Ingolstadt Airport","Ingolstadt, Germany","",
"AL5","Demopolis, AL: Demopolis Municipal","Demopolis, AL","Alabama",
"PEA","Penneshaw, Australia: Penneshaw Airport","Penneshaw, Australia","",
"AZ2","Williams, AZ: H.A. Clark Memorial Field","Williams, AZ","Arizona",
"MI1","Greenville, MI: Greenville Municipal","Greenville, MI","Michigan",
"NV1","Overton, NV: Perkins Field","Overton, NV","Nevada",
"SZF","Samsun, Turkey: Carsamba","Samsun, Turkey","",
"RRT","Warroad, MN: Warroad International","Warroad, MN","Minnesota",
"A69","Cold Bay, AK: Cathedral Strip","Cold Bay, AK","Alaska",
"OH5","Cincinnati, OH: Cincinnati - Blue Ash","Cincinnati, OH","Ohio",
"A70","Village Islands, AK: Village Islands Airport","Village Islands, AK","Alaska",
"ZLT","La Tabatiere, Canada: La Tabatie","La Tabatiere, Canada","",
"YGR","Iles De Madeleine, Canada: Iles De Madeleine","Iles De Madeleine, Canada","",
"YNM","Matagami, Canada: Matagami","Matagami, Canada","",
"/MO","Montreal, Canada: (Montreal Mean)","Montreal, Canada","",
"YPN","Port Menier, Canada: Port Menier Airport","Port Menier, Canada","",
"YPX","Povungnituk, Canada: Povungnituk I.Strip","Povungnituk, Canada","",
"YRJ","Roberval, Canada: Roberval Airport","Roberval, Canada","",
"YZV","Sept Iles, Canada: Sept Island","Sept Iles, Canada","",
"YCL","Charlo, Canada: Charlo Airport","Charlo, Canada","",
"YCH","Miramichi, Canada: Miramichi","Miramichi, Canada","",
"YFC","Fredericton, Canada: Fredericton International","Fredericton, Canada","",
"YQM","Moncton, Canada: Greater Moncton International","Moncton, Canada","",
"YSJ","St. John, Canada: St John","St. John, Canada","",
"YSL","St. Leonard, Canada: St Leonard Cyr","St. Leonard, Canada","",
"ZBF","Bathurst, Canada: Bathurst Airport","Bathurst, Canada","",
"YHZ","Halifax, Canada: Stanfield International","Halifax, Canada","",
"YQY","Sydney, Canada: Sydney Airport","Sydney, Canada","",
"YQI","Yarmouth, Canada: Yarmouth Airport","Yarmouth, Canada","",
"YYG","Charlottetown, Canada: Charlottetown Airport","Charlottetown, Canada","",
"ZUM","Churchill Falls, Canada: Churchill Falls Airport","Churchill Falls, Canada","",
"YDF","Deer Lake, Canada: Deer Lake Airport","Deer Lake, Canada","",
"YQX","Gander, Canada: Gander International","Gander, Canada","",
"YYR","Goose Bay, Canada: Goose","Goose Bay, Canada","",
"YMH","Mary's Harbour, Canada: Marys Harbour","Mary's Harbour, Canada","",
"YDP","Nain, Canada: Nain Airport","Nain, Canada","",
"YHA","Port Hope Simpson, Canada: Port Hope Simpson Airport","Port Hope Simpson, Canada","",
"YAY","St. Anthony, Canada: St Anthony","St. Anthony, Canada","",
"YYT","St. John's, Canada: St Johns Canada","St. John's, Canada","",
"YJT","Stephenville, Canada: Stephenville Airport","Stephenville, Canada","",
"YWK","Wabush, Canada: Wabush Airport","Wabush, Canada","",
"YSV","Saglek, Canada: Saglek","Saglek, Canada","",
"JCH","Christianshab, Greenland - Denmark: Christianshab Airport","Christianshab, Greenland - Denmark","",
"GOH","Godthab, Greenland - Denmark: Godthaab","Godthab, Greenland - Denmark","",
